Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL
"$860,503","3639 Elm St, San Diego, TX 28105",San Diego,28105,TX,1 bds,2 ba,1169 sqft,3329 sqft,1991,32,Condo,Z955591,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/77806827_zpid/
"$1,408,977","5776 Main St, Los Angeles, TX 67939",Los Angeles,67939,TX,3 bds,3 ba,1476 sqft,3691 sqft,1986,99,Townhouse,Z633492,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/87221724_zpid/
"$151,541","4490 Main St, San Diego, CA 35797",San Diego,35797,CA,5 bds,1 ba,1665 sqft,5891 sqft,2010,33,Apartment,Z842287,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/63127208_zpid/
"$1,406,366","4385 Main St, Los Angeles, IL 51679",Los Angeles,51679,IL,2 bds,2 ba,1456 sqft,8429 sqft,1978,70,Townhouse,Z363515,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/90398091_zpid/
"$683,535","4770 Oak Ave, Fresno, IL 54206",Fresno,54206,IL,2 bds,4 ba,1402 sqft,4653 sqft,1959,97,Apartment,Z735459,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/31269160_zpid/
"$1,077,238","8464 Pine Rd, San Francisco, TX 39812",San Francisco,39812,TX,2 bds,4 ba,2161 sqft,5742 sqft,2008,34,Multi-Family,Z514415,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/53404772_zpid/
"$708,347","725 Elm St, Los Angeles, CA 61780",Los Angeles,61780,CA,2 bds,2 ba,1852 sqft,7550 sqft,1955,58,Multi-Family,Z656128,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/61087537_zpid/
"$933,014","5147 Oak Ave, Fresno, TX 49179",Fresno,49179,TX,3 bds,4 ba,2410 sqft,3470 sqft,2002,73,Apartment,Z344919,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/14176132_zpid/
"$1,274,393","5812 Oak Ave, San Diego, IL 74415",San Diego,74415,IL,3 bds,4 ba,3023 sqft,5852 sqft,1983,85,Townhouse,Z904983,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/67366347_zpid/
"$1,314,599","6580 Oak Ave, Los Angeles, CA 55480",Los Angeles,55480,CA,2 bds,4 ba,2784 sqft,7766 sqft,1980,40,Apartment,Z956631,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/23560928_zpid/
"$1,186,759","5570 Maple Dr, Sacramento, CA 65418",Sacramento,65418,CA,4 bds,1 ba,2669 sqft,7376 sqft,1961,25,Condo,Z345225,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/93765270_zpid/
"$1,425,500","6668 Pine Rd, Fresno, CA 67436",Fresno,67436,CA,3 bds,1 ba,2845 sqft,9457 sqft,1962,107,Apartment,Z624860,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/78129372_zpid/
"$631,278","6694 Oak Ave, Fresno, CA 46082",Fresno,46082,CA,3 bds,4 ba,3866 sqft,4373 sqft,1982,110,Townhouse,Z584345,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/57062426_zpid/
"$1,256,875","1695 Main St, Sacramento, IL 65996",Sacramento,65996,IL,5 bds,2 ba,1823 sqft,2773 sqft,1993,70,Apartment,Z289879,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/81407275_zpid/
"$230,146","3011 Oak Ave, San Francisco, TX 47810",San Francisco,47810,TX,4 bds,4 ba,794 sqft,1927 sqft,2002,110,Apartment,Z772371,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/61907384_zpid/
"$757,948","6175 Oak Ave, Los Angeles, IL 25777",Los Angeles,25777,IL,3 bds,1 ba,1116 sqft,7054 sqft,1959,52,Townhouse,Z958177,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/70224725_zpid/
"$446,258","8164 Elm St, Los Angeles, NY 58433",Los Angeles,58433,NY,5 bds,1 ba,1034 sqft,4346 sqft,1973,43,Single Family,Z722513,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/91259855_zpid/
"$183,860","3909 Oak Ave, Fresno, FL 14495",Fresno,14495,FL,3 bds,1 ba,2616 sqft,1461 sqft,1952,27,Multi-Family,Z767523,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/43289155_zpid/
"$395,747","8346 Oak Ave, San Diego, NY 61026",San Diego,61026,NY,4 bds,3 ba,3454 sqft,7379 sqft,1996,13,Condo,Z292472,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/48955850_zpid/
"$757,183","2815 Pine Rd, San Diego, TX 43557",San Diego,43557,TX,6 bds,2 ba,2081 sqft,4775 sqft,2017,74,Townhouse,Z581059,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/53560182_zpid/
"$1,131,618","2040 Oak Ave, Fresno, TX 77679",Fresno,77679,TX,3 bds,4 ba,2415 sqft,6096 sqft,2011,106,Condo,Z835217,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/66462743_zpid/
"$208,579","8217 Oak Ave, Fresno, NY 31166",Fresno,31166,NY,1 bds,2 ba,1832 sqft,7081 sqft,1952,106,Condo,Z472380,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/80247216_zpid/
"$1,228,020","2847 Elm St, Los Angeles, IL 37339",Los Angeles,37339,IL,2 bds,2 ba,3597 sqft,3730 sqft,1958,24,Single Family,Z160134,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/52673236_zpid/
"$1,055,904","5783 Elm St, San Francisco, IL 14212",San Francisco,14212,IL,6 bds,2 ba,2630 sqft,9873 sqft,2003,110,Condo,Z858277,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/13495739_zpid/
"$850,524","8466 Maple Dr, Los Angeles, IL 35378",Los Angeles,35378,IL,1 bds,2 ba,3783 sqft,6706 sqft,1984,102,Single Family,Z886315,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/13899991_zpid/
"$374,194","3584 Elm St, Los Angeles, NY 87488",Los Angeles,87488,NY,1 bds,3 ba,2866 sqft,3036 sqft,1964,87,Multi-Family,Z393725,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/32561399_zpid/
"$277,923","6963 Maple Dr, San Diego, FL 55567",San Diego,55567,FL,5 bds,2 ba,807 sqft,5944 sqft,2021,68,Apartment,Z707817,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/78062054_zpid/
"$930,934","3672 Maple Dr, San Francisco, IL 88302",San Francisco,88302,IL,1 bds,1 ba,3219 sqft,8079 sqft,1966,70,Single Family,Z339811,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/85355484_zpid/
"$628,592","1484 Main St, Fresno, TX 64477",Fresno,64477,TX,3 bds,2 ba,3573 sqft,3110 sqft,1990,49,Apartment,Z190634,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/89666139_zpid/
"$499,090","1709 Main St, Sacramento, NY 14685",Sacramento,14685,NY,6 bds,3 ba,3614 sqft,4546 sqft,1996,51,Single Family,Z271922,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/79451810_zpid/
"$1,107,473","1476 Maple Dr, Los Angeles, IL 18152",Los Angeles,18152,IL,6 bds,1 ba,795 sqft,3674 sqft,2009,43,Apartment,Z430989,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/14498064_zpid/
"$859,034","7019 Elm St, Sacramento, TX 73267",Sacramento,73267,TX,6 bds,3 ba,2088 sqft,1515 sqft,1958,6,Condo,Z458631,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/80514688_zpid/
"$1,082,651","2235 Pine Rd, Sacramento, NY 82661",Sacramento,82661,NY,2 bds,2 ba,3042 sqft,4692 sqft,2023,61,Multi-Family,Z760496,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/10489790_zpid/
"$208,387","5156 Main St, San Francisco, CA 93635",San Francisco,93635,CA,4 bds,4 ba,2807 sqft,5586 sqft,1976,99,Apartment,Z177196,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/38772633_zpid/
"$564,122","4841 Maple Dr, San Francisco, IL 78415",San Francisco,78415,IL,5 bds,2 ba,1590 sqft,8525 sqft,2015,21,Single Family,Z967649,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/52049916_zpid/
"$987,975","8112 Oak Ave, San Diego, TX 59583",San Diego,59583,TX,3 bds,2 ba,1416 sqft,1584 sqft,1978,90,Apartment,Z434100,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/18438058_zpid/
"$491,022","3043 Pine Rd, San Diego, NY 29719",San Diego,29719,NY,1 bds,4 ba,3645 sqft,4509 sqft,2020,92,Apartment,Z603705,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/88765099_zpid/
"$305,465","6929 Elm St, San Diego, TX 78275",San Diego,78275,TX,6 bds,2 ba,927 sqft,2474 sqft,1990,20,Multi-Family,Z198406,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/40990317_zpid/
"$334,971","1887 Maple Dr, Sacramento, TX 78040",Sacramento,78040,TX,5 bds,2 ba,1948 sqft,4784 sqft,1970,44,Multi-Family,Z450051,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/96070950_zpid/
"$1,396,414","2719 Main St, Fresno, IL 65847",Fresno,65847,IL,5 bds,4 ba,862 sqft,4199 sqft,1968,41,Multi-Family,Z685698,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/49667085_zpid/
"$586,833","5348 Main St, Sacramento, CA 93094",Sacramento,93094,CA,6 bds,4 ba,1507 sqft,1556 sqft,1985,107,Multi-Family,Z112551,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/61368819_zpid/
"$1,458,637","1283 Elm St, San Diego, IL 41680",San Diego,41680,IL,5 bds,4 ba,1617 sqft,6677 sqft,2023,58,Multi-Family,Z556039,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/67231716_zpid/
"$375,021","3276 Main St, Sacramento, IL 10818",Sacramento,10818,IL,1 bds,1 ba,2257 sqft,5257 sqft,2018,93,Single Family,Z540076,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/78065448_zpid/
"$1,250,673","4937 Pine Rd, Sacramento, NY 55808",Sacramento,55808,NY,3 bds,1 ba,3881 sqft,9959 sqft,1979,111,Condo,Z950709,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/11037270_zpid/
"$668,183","7595 Oak Ave, Sacramento, IL 36098",Sacramento,36098,IL,2 bds,2 ba,665 sqft,6566 sqft,1984,42,Single Family,Z723137,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/46586074_zpid/
"$1,258,068","7011 Oak Ave, Fresno, FL 27071",Fresno,27071,FL,4 bds,3 ba,3350 sqft,5339 sqft,1993,23,Apartment,Z632180,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/78547708_zpid/
"$478,198","894 Oak Ave, San Diego, CA 43152",San Diego,43152,CA,2 bds,3 ba,2971 sqft,1846 sqft,1997,1,Townhouse,Z592854,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/55174186_zpid/
"$421,154","3220 Maple Dr, Fresno, FL 40098",Fresno,40098,FL,2 bds,3 ba,1440 sqft,4971 sqft,2009,20,Multi-Family,Z930711,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/91073879_zpid/
"$1,434,930","8843 Elm St, San Diego, CA 96391",San Diego,96391,CA,4 bds,1 ba,1365 sqft,1898 sqft,1967,9,Condo,Z747779,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/54459877_zpid/
"$1,312,715","5868 Oak Ave, San Diego, NY 90523",San Diego,90523,NY,4 bds,4 ba,1601 sqft,2079 sqft,1955,90,Multi-Family,Z652171,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/24439653_zpid/
"$1,361,982","1930 Maple Dr, San Francisco, NY 51332",San Francisco,51332,NY,1 bds,4 ba,2820 sqft,5745 sqft,1967,111,Apartment,Z393568,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/86198235_zpid/
"$1,376,159","1861 Pine Rd, San Francisco, NY 20764",San Francisco,20764,NY,5 bds,4 ba,2168 sqft,2738 sqft,1978,68,Multi-Family,Z499141,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/46831320_zpid/
"$119,222","6204 Main St, San Diego, NY 92972",San Diego,92972,NY,1 bds,2 ba,2894 sqft,3214 sqft,1953,8,Townhouse,Z978737,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/52526136_zpid/
"$976,821","5559 Elm St, San Diego, FL 75163",San Diego,75163,FL,4 bds,2 ba,1072 sqft,2832 sqft,1965,92,Single Family,Z123396,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/17937633_zpid/
"$530,400","351 Oak Ave, San Francisco, NY 29586",San Francisco,29586,NY,6 bds,4 ba,2739 sqft,2813 sqft,1972,58,Apartment,Z966505,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/40096343_zpid/
"$524,279","834 Main St, Los Angeles, CA 45798",Los Angeles,45798,CA,4 bds,1 ba,2371 sqft,4972 sqft,1979,86,Townhouse,Z802108,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/24257923_zpid/
"$1,333,867","7256 Maple Dr, Los Angeles, FL 83126",Los Angeles,83126,FL,6 bds,2 ba,3440 sqft,5975 sqft,1999,113,Apartment,Z717656,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/54018963_zpid/
"$368,896","1048 Pine Rd, San Diego, FL 74857",San Diego,74857,FL,6 bds,4 ba,1781 sqft,8066 sqft,2011,120,Apartment,Z694800,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/83396898_zpid/
"$380,565","969 Maple Dr, San Diego, NY 80154",San Diego,80154,NY,4 bds,3 ba,3509 sqft,5120 sqft,2017,71,Single Family,Z578726,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/18094633_zpid/
"$1,197,421","9527 Oak Ave, San Francisco, TX 64532",San Francisco,64532,TX,2 bds,4 ba,3406 sqft,6569 sqft,1988,70,Multi-Family,Z415973,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/54313072_zpid/
"$329,837","9088 Maple Dr, Fresno, CA 48994",Fresno,48994,CA,1 bds,1 ba,2939 sqft,1346 sqft,2013,101,Apartment,Z360647,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/29018324_zpid/
"$1,040,215","3118 Maple Dr, Los Angeles, FL 55444",Los Angeles,55444,FL,5 bds,4 ba,2130 sqft,6097 sqft,2008,43,Apartment,Z688333,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/50529520_zpid/
"$503,182","5498 Elm St, Sacramento, CA 30347",Sacramento,30347,CA,3 bds,4 ba,2362 sqft,8743 sqft,1998,38,Multi-Family,Z445734,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/36464986_zpid/
"$607,972","7361 Main St, Fresno, CA 96549",Fresno,96549,CA,4 bds,3 ba,2109 sqft,4791 sqft,2017,31,Multi-Family,Z875362,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/19741484_zpid/
"$1,410,074","5558 Oak Ave, Los Angeles, IL 74523",Los Angeles,74523,IL,1 bds,1 ba,860 sqft,2838 sqft,1998,43,Condo,Z683277,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/77427781_zpid/
"$535,463","9246 Main St, Fresno, CA 17671",Fresno,17671,CA,5 bds,4 ba,903 sqft,2533 sqft,1962,37,Multi-Family,Z660306,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/71912426_zpid/
"$1,047,205","842 Maple Dr, San Diego, NY 23507",San Diego,23507,NY,5 bds,1 ba,2651 sqft,1927 sqft,2003,63,Condo,Z835130,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/15253227_zpid/
"$1,115,773","2966 Oak Ave, San Diego, IL 46749",San Diego,46749,IL,1 bds,3 ba,1880 sqft,6833 sqft,2017,59,Condo,Z992084,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/25125470_zpid/
"$1,470,452","4979 Elm St, Los Angeles, FL 81900",Los Angeles,81900,FL,4 bds,4 ba,2367 sqft,2891 sqft,2021,18,Townhouse,Z154183,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/18335697_zpid/
"$1,058,406","2340 Main St, Fresno, IL 62223",Fresno,62223,IL,3 bds,3 ba,2180 sqft,2279 sqft,1967,24,Multi-Family,Z843103,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/67193038_zpid/
"$1,482,612","9182 Main St, San Diego, FL 11664",San Diego,11664,FL,5 bds,3 ba,3996 sqft,1151 sqft,1975,86,Multi-Family,Z833781,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/37784946_zpid/
"$195,826","4663 Elm St, Los Angeles, FL 26355",Los Angeles,26355,FL,5 bds,4 ba,1965 sqft,8146 sqft,1974,18,Condo,Z494455,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/64822761_zpid/
"$984,633","3266 Maple Dr, Los Angeles, CA 27317",Los Angeles,27317,CA,2 bds,1 ba,1014 sqft,1919 sqft,1989,105,Single Family,Z720462,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/42871089_zpid/
"$1,280,680","2528 Maple Dr, Sacramento, TX 52052",Sacramento,52052,TX,1 bds,3 ba,2852 sqft,5704 sqft,2015,5,Condo,Z595684,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/27480091_zpid/
"$722,912","612 Pine Rd, San Diego, FL 66605",San Diego,66605,FL,5 bds,1 ba,3402 sqft,8965 sqft,1988,72,Condo,Z362482,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/70690123_zpid/
"$1,442,863","6087 Elm St, Los Angeles, CA 90177",Los Angeles,90177,CA,4 bds,2 ba,2278 sqft,8180 sqft,1966,103,Apartment,Z474980,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/44132604_zpid/
"$481,322","5945 Pine Rd, Fresno, NY 28842",Fresno,28842,NY,4 bds,2 ba,1121 sqft,4261 sqft,1975,50,Townhouse,Z255843,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/66571026_zpid/
"$1,375,641","7546 Oak Ave, San Diego, CA 63599",San Diego,63599,CA,2 bds,2 ba,1948 sqft,6670 sqft,2009,48,Single Family,Z161309,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/26011935_zpid/
"$547,298","8176 Main St, Los Angeles, IL 81824",Los Angeles,81824,IL,5 bds,4 ba,3217 sqft,3835 sqft,2007,76,Condo,Z333745,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/44648706_zpid/
"$1,168,200","9665 Maple Dr, San Francisco, NY 74633",San Francisco,74633,NY,3 bds,4 ba,1072 sqft,7750 sqft,1971,114,Single Family,Z191856,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/67520057_zpid/
"$728,249","9998 Pine Rd, Sacramento, IL 87520",Sacramento,87520,IL,5 bds,4 ba,3398 sqft,7233 sqft,1956,78,Single Family,Z996792,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/79440836_zpid/
"$998,871","6401 Pine Rd, San Francisco, FL 45648",San Francisco,45648,FL,6 bds,1 ba,2133 sqft,3328 sqft,1981,114,Apartment,Z686211,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/39434461_zpid/
"$1,122,337","2318 Elm St, San Francisco, IL 52454",San Francisco,52454,IL,4 bds,1 ba,1947 sqft,3995 sqft,1996,40,Condo,Z470916,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/49924692_zpid/
"$190,329","136 Elm St, Los Angeles, TX 66135",Los Angeles,66135,TX,4 bds,2 ba,3215 sqft,8651 sqft,2021,58,Multi-Family,Z525155,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/20311101_zpid/
"$1,093,409","2912 Main St, Fresno, IL 17323",Fresno,17323,IL,2 bds,1 ba,2144 sqft,6434 sqft,1996,102,Multi-Family,Z285939,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/83863960_zpid/
"$1,489,699","4318 Maple Dr, San Diego, FL 29464",San Diego,29464,FL,3 bds,1 ba,2228 sqft,1657 sqft,1992,51,Townhouse,Z958868,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/63166738_zpid/
"$1,382,451","8046 Pine Rd, San Francisco, CA 80206",San Francisco,80206,CA,6 bds,2 ba,2003 sqft,3192 sqft,1962,9,Townhouse,Z752210,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/36803720_zpid/
"$258,490","970 Main St, Sacramento, NY 64621",Sacramento,64621,NY,6 bds,2 ba,1024 sqft,9065 sqft,1960,95,Single Family,Z841314,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/98739677_zpid/
"$161,267","1356 Elm St, Sacramento, IL 63439",Sacramento,63439,IL,5 bds,2 ba,3136 sqft,6476 sqft,1997,50,Single Family,Z802885,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/64695900_zpid/
"$1,411,656","5185 Pine Rd, San Diego, NY 62811",San Diego,62811,NY,4 bds,1 ba,3650 sqft,6748 sqft,1983,2,Multi-Family,Z398934,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/80830709_zpid/
"$980,741","3865 Main St, Sacramento, CA 91105",Sacramento,91105,CA,4 bds,1 ba,1403 sqft,6539 sqft,1989,82,Townhouse,Z898364,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/73036727_zpid/
"$309,134","3071 Pine Rd, Los Angeles, FL 32641",Los Angeles,32641,FL,6 bds,3 ba,3111 sqft,6149 sqft,1952,13,Apartment,Z894148,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/81598112_zpid/
"$586,196","1291 Elm St, San Diego, FL 77805",San Diego,77805,FL,3 bds,3 ba,1949 sqft,2789 sqft,2020,33,Apartment,Z851783,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/45908499_zpid/
"$596,947","6974 Elm St, San Diego, TX 82273",San Diego,82273,TX,1 bds,1 ba,3540 sqft,8256 sqft,1960,86,Condo,Z160447,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/71042910_zpid/
"$193,325","1106 Main St, Sacramento, CA 98214",Sacramento,98214,CA,6 bds,1 ba,1917 sqft,9358 sqft,1955,40,Apartment,Z841432,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/74563405_zpid/
"$1,178,393","4509 Oak Ave, Los Angeles, TX 45468",Los Angeles,45468,TX,1 bds,2 ba,2473 sqft,5451 sqft,1956,75,Condo,Z531194,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/13981407_zpid/
"$243,343","2240 Maple Dr, San Diego, TX 81784",San Diego,81784,TX,2 bds,2 ba,3958 sqft,1936 sqft,2012,116,Condo,Z766765,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/33934905_zpid/
"$906,038","7041 Oak Ave, Fresno, IL 28975",Fresno,28975,IL,2 bds,4 ba,1516 sqft,4527 sqft,1951,101,Multi-Family,Z697828,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/46063956_zpid/
"$668,833","7677 Pine Rd, Los Angeles, FL 66826",Los Angeles,66826,FL,5 bds,1 ba,1894 sqft,5146 sqft,1989,120,Apartment,Z847408,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/84587727_zpid/
"$732,202","5350 Oak Ave, Sacramento, TX 19962",Sacramento,19962,TX,2 bds,1 ba,2072 sqft,2578 sqft,1981,66,Apartment,Z315471,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/90337283_zpid/
"$275,759","5873 Pine Rd, Fresno, NY 94352",Fresno,94352,NY,1 bds,1 ba,1338 sqft,8697 sqft,2011,5,Apartment,Z668549,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/33778529_zpid/
"$537,863","2217 Oak Ave, San Diego, CA 50347",San Diego,50347,CA,4 bds,3 ba,3616 sqft,7784 sqft,1990,83,Condo,Z151563,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/15196109_zpid/
"$827,893","4244 Maple Dr, Sacramento, TX 28407",Sacramento,28407,TX,1 bds,4 ba,2813 sqft,9576 sqft,2022,15,Single Family,Z409254,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/99307801_zpid/
"$1,418,370","6282 Pine Rd, Los Angeles, NY 92569",Los Angeles,92569,NY,4 bds,4 ba,2006 sqft,2091 sqft,2023,15,Single Family,Z685111,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/74950575_zpid/
"$996,528","8676 Pine Rd, San Diego, NY 28635",San Diego,28635,NY,5 bds,4 ba,764 sqft,1016 sqft,1988,54,Multi-Family,Z987168,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/76594674_zpid/
"$697,087","1004 Main St, Sacramento, IL 93261",Sacramento,93261,IL,4 bds,1 ba,3295 sqft,8749 sqft,2007,82,Single Family,Z729834,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/59579845_zpid/
"$667,300","3481 Main St, Fresno, CA 23730",Fresno,23730,CA,1 bds,2 ba,3699 sqft,8492 sqft,2005,70,Apartment,Z323990,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/64147975_zpid/
"$1,321,679","1414 Main St, San Diego, CA 99094",San Diego,99094,CA,5 bds,1 ba,1446 sqft,8068 sqft,1985,83,Multi-Family,Z528338,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/40843455_zpid/
"$812,527","5462 Oak Ave, Los Angeles, TX 13830",Los Angeles,13830,TX,6 bds,3 ba,2820 sqft,9357 sqft,1966,70,Condo,Z185189,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/95815213_zpid/
"$534,310","3416 Oak Ave, San Francisco, CA 82969",San Francisco,82969,CA,6 bds,1 ba,2329 sqft,4291 sqft,1962,32,Multi-Family,Z335022,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/39476213_zpid/
"$402,672","1300 Main St, San Diego, NY 18244",San Diego,18244,NY,4 bds,2 ba,2890 sqft,1444 sqft,1989,64,Condo,Z581498,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/88847145_zpid/
"$697,945","9025 Main St, San Diego, FL 55155",San Diego,55155,FL,6 bds,3 ba,2400 sqft,7325 sqft,1996,110,Single Family,Z997007,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/94107255_zpid/
"$1,387,098","2879 Oak Ave, Los Angeles, TX 70939",Los Angeles,70939,TX,5 bds,3 ba,1231 sqft,4038 sqft,2016,81,Apartment,Z797834,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/29969213_zpid/
"$451,247","2964 Oak Ave, San Francisco, TX 63514",San Francisco,63514,TX,1 bds,2 ba,1023 sqft,1621 sqft,2019,63,Single Family,Z306381,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/16319000_zpid/
"$825,806","9585 Pine Rd, Sacramento, CA 78721",Sacramento,78721,CA,3 bds,1 ba,2713 sqft,7477 sqft,1985,15,Apartment,Z659459,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/13600471_zpid/
